temperature,rate_5,rate_3,rate_10,rate_3_diff,rate_5_diff,rate_10_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_cumulative,rate_3_diff_diff,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_cumulative,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_cumulative,rate_10_diff_diff
99.98679,100.52258,99.52902,99.71651,0.0,0.0,0.0,1.4756784058683046e-93,8.801156051023936e-26,8.801156051023936e-26,-0.0,1.1299548683256177e-88,1.6933262666438415e-18,1.6933262666438415e-18,4.910715403491681e-99,3.0222156117285113e-21,3.0222156117285113e-21,-0.0
100.94171,100.51597,99.53424,99.71486,0.0,0.0,0.0,3.53602079930352e-93,1.0759730344818277e-25,1.0759730344818277e-25,-0.0,2.409244604031219e-88,1.9205309443729038e-18,1.9205309443729038e-18,1.047291750796714e-98,3.462280831105639e-21,3.462280831105639e-21,-0.0
101.89662,100.51823,99.54275,99.7136,0.0,0.0,0.0,8.472935986639815e-93,1.3154130301017108e-25,1.3154130301017108e-25,-0.0,5.136854313945687e-88,2.1782182900725263e-18,2.1782182900725263e-18,2.2335061636108146e-98,3.966418359537562e-21,3.966418359537562e-21,-0.0
102.85154,100.51865,99.53862,99.71779,0.0,0.0,0.0,2.0302850377685524e-92,1.6081398186671288e-25,1.6081398186671288e-25,-0.0,1.0952595439415177e-87,2.4704841069846844e-18,2.4704841069846844e-18,4.76332344334206e-98,4.543969067289005e-21,4.543969067289005e-21,-0.0
103.80645,100.51952,99.53633,99.72072,0.0,0.0,0.0,4.864924766006429e-92,1.9660047267995782e-25,1.9660047267995782e-25,-0.0,2.335250104440315e-87,2.8019614486996093e-18,2.8019614486996093e-18,1.0158499063783287e-97,5.20560960039465e-21,5.20560960039465e-21,-0.0
104.76137,100.52432,99.53855,99.72157,0.0,0.0,0.0,1.1657333394076081e-91,2.4035116062441075e-25,2.4035116062441075e-25,-0.0,4.979126928780167e-87,3.1779189711815724e-18,3.1779189711815724e-18,2.1664689145724196e-97,5.963599110441274e-21,5.963599110441274e-21,-0.0
105.71628,100.53611,99.5409,99.72362,0.0,0.0,0.0,2.793304825649784e-91,2.9383733453662014e-25,2.9383733453662014e-25,-0.0,1.0616211239403118e-86,3.604316424933454e-18,3.604316424933454e-18,4.620318712801526e-97,6.831949848800241e-21,6.831949848800241e-21,-0.0
106.6712,100.53656,99.53268,99.72329,0.0,0.0,0.0,6.693317407786211e-91,3.592267273213915e-25,3.592267273213915e-25,-0.0,2.2635461256685373e-86,4.087931170592399e-18,4.087931170592399e-18,9.853598256841163e-97,7.826750979903618e-21,7.826750979903618e-21,-0.0
107.62611,100.53569,99.52628,99.71995,0.0,0.0,0.0,1.603838131993028e-90,4.391666916698522e-25,4.391666916698522e-25,-0.0,4.826204305283068e-86,4.636429561539526e-18,4.636429561539526e-18,2.101427078333917e-96,8.966392472647721e-21,8.966392472647721e-21,-0.0
108.58103,100.52945,99.52291,99.71697,0.0,0.0,0.0,3.8431171526877875e-90,5.368971020851076e-25,5.368971020851076e-25,-0.0,1.0290239908152498e-85,5.258529687837661e-18,5.258529687837661e-18,4.481642822296534e-96,1.0271990079643207e-20,1.0271990079643207e-20,-0.0
109.53594,100.51898,99.53085,99.7161,0.0,0.0,0.0,9.208793576750123e-90,6.563746685777439e-25,6.563746685777439e-25,-0.0,2.19402642534856e-85,5.9640931995904e-18,5.9640931995904e-18,9.55777304565509e-96,1.176767917692965e-20,1.176767917692965e-20,-0.0
110.49086,100.51691,99.5409,99.71523,0.0,0.0,0.0,2.206611243641598e-89,8.024416790387825e-25,8.024416790387825e-25,-0.0,4.678015445170575e-85,6.764334653379909e-18,6.764334653379909e-18,2.038354097976127e-95,1.3481172515544698e-20,1.3481172515544698e-20,-0.0
111.44577,100.51209,99.53862,99.72407,0.0,0.0,0.0,5.2874337782338604e-89,9.810117973938284e-25,9.810117973938284e-25,-0.0,9.974198460389136e-85,7.67193962968119e-18,7.67193962968119e-18,4.3470947212060546e-95,1.5444145862851236e-20,1.5444145862851236e-20,-0.0
112.40069,100.51428,99.53633,99.72407,0.0,0.0,0.0,1.266974954734377e-88,1.199322264467185e-24,1.199322264467185e-24,-0.0,2.126658727161149e-84,8.701334026647195e-18,8.701334026647195e-18,9.270902643256557e-95,1.7692970007248018e-20,1.7692970007248018e-20,-0.0
113.3556,100.51209,99.53405,99.72332,0.0,0.0,0.0,3.0358977781621083e-88,1.466211590266281e-24,1.466211590266281e-24,-0.0,4.534340779939518e-84,9.868836001005988e-18,9.868836001005988e-18,1.9771585310585148e-94,2.02692168818338e-20,2.02692168818338e-20,-0.0
114.31052,100.5086,99.53405,99.72239,0.0,0.0,0.0,7.27461867399467e-88,1.7924964911714024e-24,1.7924964911714024e-24,-0.0,9.667940165695407e-84,1.1193002375400947e-17,1.1193002375400947e-17,4.216619472842349e-94,2.3220620262549323e-20,2.3220620262549323e-20,-0.0
115.26543,100.50598,99.53679,99.72109,0.0,0.0,0.0,1.7431282747011487e-87,2.1913869263777373e-24,2.1913869263777373e-24,-0.0,2.0613432137203488e-83,1.2694824088285883e-17,1.2694824088285883e-17,8.992571148421881e-94,2.660174001535677e-20,2.660174001535677e-20,-0.0
116.22035,100.50729,99.54039,99.72447,0.0,0.0,0.0,4.176884211821435e-87,2.6790494648985816e-24,2.6790494648985816e-24,-0.0,4.395113604909923e-83,1.4398171796653293e-17,1.4398171796653293e-17,1.917815391113612e-93,3.047522293637684e-20,3.047522293637684e-20,-0.0
