temperature,rate_5,rate_3,rate_10,rate_3_diff,rate_5_diff,rate_10_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_cumulative,rate_3_diff_diff,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_cumulative,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_cumulative,rate_10_diff_diff
40.78206,100.49466,99.4777,99.68779,0.0,0.0,0.0,0.0,9.419866813357087e-09,9.419866813357087e-09,-0.0,0.0,1.0244980761437704e-10,1.0244980761437704e-10,0.0,8.799184874713899e-12,8.799184874713899e-12,-0.0
41.73698,100.49726,99.47877,99.6908,0.0,0.0,0.0,0.0,9.728118054708745e-09,9.728118054708745e-09,-0.0,0.0,1.0686252474971114e-10,1.0686252474971114e-10,0.0,9.232426959433856e-12,9.232426959433856e-12,-0.0
42.69189,100.49745,99.47879,99.68806,0.0,0.0,0.0,0.0,1.0047024679750207e-08,1.0047024679750207e-08,-0.0,0.0,1.1147212641337376e-10,1.1147212641337376e-10,0.0,9.687507693745035e-12,9.687507693745035e-12,-0.0
43.64681,100.49576,99.48928,99.68596,0.0,0.0,0.0,0.0,1.037698202608966e-08,1.037698202608966e-08,-0.0,0.0,1.1628780772865076e-10,1.1628780772865076e-10,0.0,1.0165563840294853e-11,1.0165563840294853e-11,-0.0
44.60172,100.49337,99.48014,99.68903,0.0,0.0,0.0,0.0,1.0718386751998363e-08,1.0718386751998363e-08,-0.0,0.0,1.213190010959168e-10,1.213190010959168e-10,0.0,1.066777211332649e-11,1.066777211332649e-11,-0.0
45.55664,100.50164,99.47146,99.69015,0.0,0.0,0.0,0.0,1.1071665100304444e-08,1.1071665100304444e-08,-0.0,0.0,1.2657580157650111e-10,1.2657580157650111e-10,0.0,1.1195392499506191e-11,1.1195392499506191e-11,-0.0
46.51155,100.50477,99.48288,99.69812,0.0,0.0,0.0,0.0,1.1437244902743072e-08,1.1437244902743072e-08,-0.0,0.0,1.3206856747494136e-10,1.3206856747494136e-10,0.0,1.1749729513216715e-11,1.1749729513216715e-11,-0.0
47.46647,100.51209,99.48342,99.70026,0.0,0.0,0.0,0.0,1.1815585851150285e-08,1.1815585851150285e-08,-0.0,0.0,1.3780838497258876e-10,1.3780838497258876e-10,0.0,1.2332180040579419e-11,1.2332180040579419e-11,-0.0
48.42138,100.51288,99.48926,99.69786,0.0,0.0,0.0,0.0,1.2207149529176711e-08,1.2207149529176711e-08,-0.0,0.0,1.4380663235944525e-10,1.4380663235944525e-10,0.0,1.2944190606025578e-11,1.2944190606025578e-11,-0.0
49.3763,100.51601,99.48563,99.70555,0.0,0.0,0.0,0.0,1.2612431841531451e-08,1.2612431841531451e-08,-0.0,0.0,1.500754876755223e-10,1.500754876755223e-10,0.0,1.3587310223686488e-11,1.3587310223686488e-11,-0.0
50.33121,100.50912,99.48889,99.70773,0.0,0.0,0.0,0.0,1.3031930926324848e-08,1.3031930926324848e-08,-0.0,0.0,1.566274531653566e-10,1.566274531653566e-10,0.0,1.4263143254723968e-11,1.4263143254723968e-11,-0.0
51.28613,100.51297,99.49132,99.70094,0.0,0.0,0.0,0.0,1.3466181905061839e-08,1.3466181905061839e-08,-0.0,0.0,1.6347591005824436e-10,1.6347591005824436e-10,0.0,1.497340780337013e-11,1.497340780337013e-11,-0.0
52.24104,100.50952,99.48243,99.69943,0.0,0.0,0.0,0.0,1.391572251737996e-08,1.391572251737996e-08,-0.0,0.0,1.7063459948415508e-10,1.7063459948415508e-10,0.0,1.5719883699121007e-11,1.5719883699121007e-11,-0.0
53.19596,100.50797,99.47606,99.70097,0.0,0.0,0.0,0.0,1.438113036744266e-08,1.438113036744266e-08,-0.0,0.0,1.7811822893542357e-10,1.7811822893542357e-10,0.0,1.6504477033781352e-11,1.6504477033781352e-11,-0.0
54.15087,100.49985,99.48243,99.69756,0.0,0.0,0.0,0.0,1.4862986110390281e-08,1.4862986110390281e-08,-0.0,0.0,1.8594190551471553e-10,1.8594190551471553e-10,0.0,1.7329162752237985e-11,1.7329162752237985e-11,-0.0
55.10579,100.50831,99.48653,99.69446,0.0,0.0,0.0,0.0,1.5361913384817644e-08,1.5361913384817644e-08,-0.0,0.0,1.9412179907468992e-10,1.9412179907468992e-10,0.0,1.819605599259407e-11,1.819605599259407e-11,-0.0
56.0607,100.52127,99.49524,99.69343,0.0,0.0,0.0,0.0,1.5878539366781315e-08,1.5878539366781315e-08,-0.0,0.0,2.026745232633184e-10,2.026745232633184e-10,0.0,1.9107348713275428e-11,1.9107348713275428e-11,-0.0
57.01562,100.51647,99.49626,99.69783,0.0,0.0,0.0,0.0,1.641353759326173e-08,1.641353759326173e-08,-0.0,0.0,2.1161786083896672e-10,2.1161786083896672e-10,0.0,2.006538857148456e-11,2.006538857148456e-11,-0.0
57.97053,100.51079,99.48608,99.70614,0.0,0.0,0.0,0.0,1.6967585684973932e-08,1.6967585684973932e-08,-0.0,0.0,2.2097008753192017e-10,2.2097008753192017e-10,0.0,2.1072608952225678e-11,2.1072608952225678e-11,-0.0
58.92545,100.50772,99.50199,99.69727,0.0,0.0,0.0,0.0,1.754141128221974e-08,1.754141128221974e-08,-0.0,0.0,2.307507655852795e-10,2.307507655852795e-10,0.0,2.213161620173658e-11,2.213161620173658e-11,-0.0
59.88036,100.51079,99.50573,99.69183,0.0,0.0,0.0,0.0,1.8135746721935885e-08,1.8135746721935885e-08,-0.0,0.0,2.409800049596213e-10,2.409800049596213e-10,0.0,2.3245112354936166e-11,2.3245112354936166e-11,-0.0
60.83528,100.51151,99.51212,99.69723,0.0,0.0,0.0,0.0,1.875137832524583e-08,1.875137832524583e-08,-0.0,0.0,2.5167933176073346e-10,2.5167933176073346e-10,0.0,2.4415991631155032e-11,2.4415991631155032e-11,-0.0
61.79019,100.51209,99.51169,99.7027,0.0,0.0,0.0,0.0,1.9389097797046208e-08,1.9389097797046208e-08,-0.0,0.0,2.628708807721541e-10,2.628708807721541e-10,0.0,2.5647255079738174e-11,2.5647255079738174e-11,-0.0
