temperature,rate_3,rate_5,rate_10,rate_3_diff,rate_3_diff_reaction_0,rate_3_diff_reaction_1,rate_3_diff_reaction_2,rate_3_diff_reaction_3,rate_3_diff_cumulative,rate_5_diff,rate_5_diff_reaction_0,rate_5_diff_reaction_1,rate_5_diff_reaction_2,rate_5_diff_reaction_3,rate_5_diff_cumulative,rate_10_diff,rate_10_diff_reaction_0,rate_10_diff_reaction_1,rate_10_diff_reaction_2,rate_10_diff_reaction_3,rate_10_diff_cumulative
105.50729,99.66448,100.35826,99.55331,0.003393042,6.74e-11,0.002601686,0.00105628,9.8e-05,0.003755939,-0.012985465,0.003065592,0.0,9.81e-05,2.93e-39,0.003163723,-0.0018483375887115017,2.11759801959865e-25,0.005995366006132443,0.00232636320413451,7.961025920921178e-05,0.008401339469476165
106.4622,99.65491,100.37209,99.55558,0.007911721,9.27e-11,0.002655476,0.001074211,9.95e-05,0.003829183,-0.010938183,0.003205684,0.0,9.99e-05,7.799999999999999e-39,0.003305597,0.00027748381074843564,4.374968604526661e-25,0.006086999497322778,0.0023572327882316075,8.07256749533675e-05,0.008524957960507753
107.41712,99.64937,100.37915,99.55278,0.003691406,1.27e-10,0.002710566,0.001092496,0.000101046,0.003904108,-0.008173511,0.003351386,0.0,0.00010173,2.07e-38,0.003453117,0.003853755795738323,8.994924286904598e-25,0.0061802808092678565,0.0023885816469681378,8.185914997463456e-05,0.008650721606210629
108.37203,99.64786,100.3877,99.54822,0.000790655,1.74e-10,0.002766991,0.001111143,0.000102624,0.003980759,-0.002272524,0.00350288,0.0,0.000103586,5.44e-38,0.003606466,0.003277794332809947,1.8403680289148224e-24,0.006275242184044768,0.002420417673195995,8.301099314078411e-05,0.008778670850381547
109.32695,99.64786,100.38349,99.54652,0.000528848,2.38e-10,0.002824791,0.001130161,0.000104231,0.004059183,0.001397999,0.003660356,0.0,0.000105481,1.42e-37,0.003765837,0.0015498737544348273,3.747166203225064e-24,0.006371920614925753,0.0024527502564438866,8.418156808993901e-05,0.008908852439459578
110.28186,99.64685,100.38503,99.54526,0.001581287,3.24e-10,0.002884002,0.001149557,0.000105866,0.004139426,0.001617911,0.003824004,0.0,0.000107416,3.7100000000000002e-37,0.003931419,-5.222195440524047e-06,7.592518758723963e-24,0.006470349910487674,0.002485587619282602,8.537119687502471e-05,0.0090413087266453
111.23678,99.64484,100.3804,99.54653,0.002110136,4.4e-10,0.002944666,0.001169341,0.000107532,0.004221539,-0.004539769,0.003994023,0.0,0.000109392,9.6e-37,0.004103415,-0.002141560365075179,1.5309459385631543e-23,0.006570568817840238,0.0025189395305099823,8.6580258211258e-05,0.009176088606561477
112.19169,99.64282,100.3937,99.54935,0.002110136,5.97e-10,0.003006822,0.001189521,0.000109227,0.004305571,-0.010582129,0.004170613,0.0,0.000111409,2.47e-36,0.004282022,-0.0035448119292595948,3.071980972936597e-23,0.006672612797403933,0.002552814557810467,8.780908796258834e-05,0.009313236443176989
113.14661,99.64081,100.40061,99.5533,0.001581287,8.08e-10,0.003070513,0.001210106,0.000110954,0.004391574,-0.009320223,0.004353981,0.0,0.00011347,6.34e-36,0.00446745,-0.003120685969101089,6.134345148325467e-23,0.006776522444158008,0.0025872228665607152,8.905808062266771e-05,0.00945280339134139
114.10152,99.6398,100.4115,99.55531,-0.00052359,1.09e-09,0.003135783,0.001231106,0.000112712,0.004479602,-0.008964174,0.004544332,0.0,0.000115574,1.6100000000000001e-35,0.004659906,-0.0017855025778246159,1.2189969630284908e-22,0.006882334960871707,0.0026221733857505133,9.032758652514763e-05,0.009594835933147368
115.05644,99.64181,100.41773,99.55671,-0.002371942,1.47e-09,0.003202677,0.00125253,0.000114502,0.004569711,-0.013283976,0.004741884,0.0,0.000117723,4.09e-35,0.004859607,-0.0010315008708801088,2.4106158906446468e-22,0.006990092890052875,0.0026576766955271887,9.16180166797029e-05,0.009739387602259767
116.01135,99.64433,100.43687,99.55728,-0.004288323,1.97e-09,0.003271241,0.001274389,0.000116326,0.004661957,0.0,0.00494685,0.0,0.000119919,1.03e-34,0.005066769,0.0006021352784557621,4.743928995383184e-22,0.0070998352728290975,0.0026937421032199554,9.292973658306248e-05,0.009886507112632115
116.96627,99.65,100.4305,99.55556,-0.002408554,2.64e-09,0.003341523,0.001296691,0.000118183,0.0047564,0.0,0.005159456,0.0,0.000122161,2.58e-34,0.005281617,0.0032568496216143217,9.290504041739597e-22,0.0072116067048940725,0.0027303806228704875,9.426317453682061e-05,0.010036250502301381
117.92118,99.64893,100.4047,99.55106,-0.001780233,3.53e-09,0.003413573,0.001319448,0.000120074,0.004853099,0.0,0.005379922,0.0,0.000124452,6.44e-34,0.005504374,0.004178387962276986,1.8106111517469146e-21,0.007325448167615506,0.0027676019580720893,9.5618711930862e-05,0.010188668837618457
118.8761,99.6534,100.37562,99.54758,-0.001288037,4.71e-09,0.003487443,0.00134267,0.000122,0.004952119,0.0,0.005608483,0.0,0.000126793,1.6000000000000002e-33,0.005735276,0.0020787026534065944,3.51157535531686e-21,0.00744140642192682,0.0028054175768690804,9.699679517510043e-05,0.010343820793971
119.83101,99.65139,100.36526,99.54709,0.001052461,6.27e-09,0.003563185,0.001366368,0.000123962,0.005053521,0.0,0.005845367,0.0,0.000129184,3.9400000000000003e-33,0.005974551,0.0002565700252645797,6.77740839100395e-21,0.00755952449758443,0.0028438375979853176,9.839782232148811e-05,0.010501759917891236
120.78593,99.65139,100.3599,99.54709,-0.000523612,8.32e-09,0.003640854,0.001390554,0.000125961,0.005157377,0.002806503,0.006090816,0.0,0.000131627,9.66e-33,0.006222443,-0.005084275398836269,1.3017157589325874e-20,0.00767985143963875,0.0028828739646167335,9.982225874749109e-05,0.010662547663002975
121.74084,99.65239,100.3599,99.5568,-0.000261812,1.1e-08,0.003720505,0.001415238,0.000127997,0.005263751,1.42e-14,0.006345066,0.0,0.000134124,2.36e-32,0.006479189,-0.007409065303669138,2.4880183289396093e-20,0.007802432441073905,0.002922537230480476,0.00010127051997714496,0.010826240191531526
122.69576,99.65189,100.3599,99.56124,0.000790649,1.46e-08,0.003802199,0.001440433,0.00013007,0.005372717,0.000214681,0.006608366,0.0,0.000136675,5.71e-32,0.006745041,-0.004120780081777298,4.7324037194307184e-20,0.0079273189572159,0.002962839836173253,0.00010274309126000922,0.010992901884649162
123.65067,99.65088,100.35949,99.56467,0.00606855,1.92e-08,0.003885994,0.00146615,0.000132183,0.005484347,0.001068151,0.00688096,0.0,0.000139282,1.38e-31,0.007020242,-0.0027437085840915643,8.9576677338447e-20,0.008054558466260402,0.0030037927913223778,0.0001042404064457334,0.011162591664028512
124.60559,99.6403,100.35786,99.56648,0.005801508,2.52e-08,0.003971955,0.001492403,0.000134336,0.005598719,-0.000853506,0.007163104,0.0,0.000141946,3.31e-31,0.00730505,-0.0005759536766376527,1.6873254839477064e-19,0.008184204967740699,0.003045409057337967,0.00010576297160845471,0.01133537699668712
125.5605,99.6398,100.36112,99.56577,0.001843082,3.31e-08,0.004060143,0.001519203,0.000136529,0.005715908,-0.00234577,0.007455048,0.0,0.00014467,7.890000000000001e-31,0.007599718,0.0006649814752535121,3.162916866749898e-19,0.00831630835468083,0.0030877001217901145,0.00010731123982304688,0.011511319716293992
126.51542,99.63678,100.36234,99.56521,0.002377167,4.33e-08,0.004150628,0.001546564,0.000138764,0.005836,-0.000424113,0.007757057,0.0,0.000147453,1.87e-30,0.00790451,0.002492388389995881,5.900209042864377e-19,0.008450925313053517,0.003130679491545682,0.00010888573899145344,0.011690490543590651
127.47033,99.63526,100.36193,99.56101,0.000795891,5.66e-08,0.004243476,0.0015745,0.000141041,0.005959074,-0.00012566,0.008069386,0.0,0.000150298,4.42e-30,0.008219684,0.005136575106057251,1.0952974070206855e-18,0.008588108288485349,0.0031743591553313583,0.00011048694236219698,0.011872954386178906
128.42525,99.63526,100.36258,99.5554,1.42e-14,7.37e-08,0.004338761,0.001603024,0.000143361,0.006085221,-0.003209736,0.008392305,0.0,0.000153207,1.0400000000000001e-29,0.008545512,0.004717685268886385,2.0234262799140957e-18,0.008727916804487887,0.003218753191416357,0.00011211540072197963,0.012058785396626224
129.38016,99.63526,100.36806,99.552,0.0,9.58e-08,0.004436555,0.001632151,0.000145726,0.006214527,-0.004356423,0.008726076,0.0,0.000156181,2.4200000000000002e-29,0.008882257,0.00353434626326532,3.7198702871942455e-18,0.008870406005785158,0.0032638741141486714,0.00011377160849311678,0.01224805172842695
130.33508,99.63526,100.3709,99.54865,0.004743927,1.24e-07,0.004536935,0.001661895,0.000148136,0.00634709,-0.002968851,0.009070977,0.0,0.000159221,5.62e-29,0.009230198,0.002570899637746038,6.805481032889047e-18,0.00901563841400296,0.0033097366005237438,0.00011545614046091773,0.012440831154987628
131.28999,99.6262,100.37373,99.54709,0.006581768,1.61e-07,0.004639978,0.001692271,0.000150592,0.006483002,-0.002555206,0.009427274,0.0,0.000162329,1.3000000000000002e-28,0.009589603,0.0008168351825119657,1.2390105009505168e-17,0.009163672028783964,0.003356353716300689,0.00011716951327645468,0.01263719525836112
132.24491,99.62269,100.37578,99.54709,0.009084635,2.07e-07,0.004745769,0.001723295,0.000153095,0.006622366,-0.000869174,0.009795248,0.0,0.000165508,2.98e-28,0.009960756,-0.0,2.2448210385737817e-17,0.009314572540573567,0.003403740765984322,0.00011891232689776401,0.012837225633455676
133.19982,99.60885,100.37539,99.54709,0.015315491,2.67e-07,0.004854389,0.001754982,0.000155646,0.006765285,0.001335188,0.010175172,0.0,0.000168759,6.800000000000001e-28,0.010343931,0.0002932167447511347,4.0473767487333156e-17,0.00946840096973203,0.00345191139393871,0.00012068512131775788,0.01304099748498854
134.15474,99.59344,100.37323,99.54653,0.013906974,3.43e-07,0.004965929,0.001787349,0.000158247,0.006911868,0.007047798,0.010567333,0.0,0.000172083,1.5400000000000002e-27,0.010739415,0.002953167210883123,7.261997151837653e-17,0.009625226357063012,0.0035008815625065816,0.0001224885229051888,0.013248596442474855
135.10965,99.58229,100.36193,99.54145,0.010027088,4.39e-07,0.005080476,0.001820413,0.000160898,0.007062226,0.006765053,0.010972004,0.0,0.000175483,3.4900000000000006e-27,0.011147487,0.008629005627206254,1.2966528890363444e-16,0.009785112920121493,0.003550665523338987,0.00012432309616952834,0.013460101539630138
136.06457,99.57429,100.36031,99.53005,0.008136847,5.62e-07,0.005198126,0.001854191,0.0001636,0.007216479,0.002083959,0.011389479,0.0,0.00017896,7.84e-27,0.011568439,0.008608061135355172,2.303996838759884e-16,0.009948133243197491,0.0036012799285822083,0.0001261894951959317,0.013675602666975862
137.01948,99.56675,100.35795,99.52501,-0.000691071,7.16e-07,0.005318974,0.001888699,0.000166356,0.007374746,0.002743697,0.011820033,0.0,0.000182517,1.7500000000000002e-26,0.01200255,0.0029374587323260926,4.074039973866764e-16,0.010114354928949763,0.0036527396674341244,0.0001280883102505354,0.01389518290663483
137.9744,99.57561,100.35507,99.52444,-0.000806266,9.11e-07,0.005443124,0.001923958,0.000169165,0.007537158,0.003031684,0.012263964,0.0,0.000186156,3.89e-26,0.01245012,-0.000869202663103863,7.169009201439504e-16,0.01028385431068592,0.00370506211554496,0.0001300202245123677,0.014118936650743964
138.92931,99.56829,100.35216,99.52667,0.010969528,1.16e-06,0.005570676,0.001959985,0.000172029,0.007703846,0.00322018,0.012721549,0.0,0.000189878,8.600000000000001e-26,0.012911427,-0.00476479655769424,1.2553889282527907e-15,0.010456702576321034,0.003758262831592609,0.00013198585531371841,0.014346951263228618
139.88423,99.55466,100.34892,99.53354,0.007136686,1.46e-06,0.00570174,0.0019968,0.000174949,0.007874954,0.003146874,0.013193087,0.0,0.000193687,1.89e-25,0.013386774,-0.008623819182766113,2.187700424376291e-15,0.010632980026989779,0.003812359950270446,0.00013398591638109239,0.014579325893643504
140.83914,99.55466,100.34615,99.54314,0.001864021,1.85e-06,0.005836427,0.002034422,0.000177927,0.008050626,0.003843264,0.013678858,0.0,0.000197584,4.13e-25,0.013876442,-0.010356939584809766,3.793872719295675e-15,0.010812761649133295,0.0038673697334447557,0.0001360210534960735,0.014816152436077918
141.79406,99.5511,100.34158,99.55332,0.008670981,2.33e-06,0.005974854,0.002072872,0.000180963,0.008231021,0.00452396,0.014179162,0.0,0.000201571,8.98e-25,0.014380733,-0.006215166319634591,6.547387103133225e-15,0.010996131944743737,0.003923311112340987,0.0001380920124670199,0.01505753506955829
142.74897,99.5381,100.33751,99.55501,0.008686689,2.93e-06,0.006117138,0.00211217,0.00018406,0.008416301,0.004199327,0.014694278,0.0,0.000205651,1.94e-24,0.014899929,-0.0011833575391122508,1.1244461802187254e-14,0.01118316992611624,0.003980201087605922,0.00014019946898615124,0.015303570482719558
143.70389,99.53451,100.33356,99.55558,0.007157741,3.68e-06,0.006263408,0.00215234,0.000187218,0.008606644,0.004948093,0.015224507,0.0,0.000209827,4.1699999999999996e-24,0.015434334,-0.0002984527580522922,1.9217621719917092e-14,0.011373964544366523,0.004038059426553944,0.00014234420256378292,0.015554368173503466
144.6588,99.52443,100.32806,99.55558,0.00131435,4.6e-06,0.006413788,0.002193401,0.000190439,0.008802232,0.007916912,0.015770127,0.0,0.000214101,8.93e-24,0.015984228,0.002691310835778893,3.268481601315174e-14,0.011568599080043882,0.004096903906204086,0.00014452692034717373,0.015810029906627825
145.61372,99.532,100.31844,99.55044,-0.002586562,5.75e-06,0.006568415,0.002235378,0.000193724,0.009003266,0.006304187,0.016331439,0.0,0.000218476,1.9e-23,0.016549914,0.005335552933026122,5.532006944812459e-14,0.011767167197982513,0.004156755171710492,0.0001467484372597096,0.016070670807008035
146.56863,99.52937,100.31602,99.54539,0.007262379,7.16e-06,0.006727425,0.002278293,0.000197076,0.009209954,0.007922115,0.016908718,0.0,0.000222954,4.0199999999999993e-23,0.017131672,0.0035343643580887374,9.317617326687022e-14,0.011969756705551244,0.0042176318161794395,0.00014900949353634032,0.016336398015360198
147.52355,99.51813,100.30331,99.54369,0.010765346,8.9e-06,0.006890964,0.002322171,0.000200494,0.009422528,0.006869654,0.017502263,0.0,0.000227538,8.449999999999999e-23,0.017729801,0.0017854992878554299,1.5617706146123434e-13,0.012176466263404467,0.004279555406684091,0.00015131094132128344,0.01660733261156602
148.47846,99.50881,100.3029,99.54198,0.008833257,1.1e-05,0.007059179,0.002367037,0.000203981,0.00964123,0.001942565,0.018112347,0.0,0.000232231,1.77e-22,0.018344577,0.006194222485760292,2.6050445203899854e-13,0.012387388481639373,0.0043425453943882215,0.0001536535556636306,0.01688358743195173
149.43338,99.50126,100.2996,99.53186,0.006325154,1.36e-05,0.007232228,0.002412917,0.000207539,0.009866329,0.013990884,0.018739264,0.0,0.000237036,3.68e-22,0.0189763,0.007403766890647034,4.324174704580402e-13,0.012602627317608764,0.004406624314835191,0.00015603822783885987,0.017165289860715232
150.38829,99.49673,100.27618,99.52784,0.002900801,1.68e-05,0.007410268,0.002459836,0.000211169,0.010098109,0.01383904,0.019383282,0.0,0.000241956,7.61e-22,0.019625238,0.0035867131955242826,7.142938055666142e-13,0.012822280478661336,0.004471812521612659,0.00015846576953637152,0.01745255877052466
151.34321,99.49572,100.27317,99.52501,0.002356244,2.07e-05,0.007593468,0.002507822,0.000214872,0.010336889,0.004345949,0.020044693,0.0,0.000246994,1.57e-21,0.020291687,0.0029583784397573254,1.1741962012976727e-12,0.013046457539872014,0.0045381335679104875,0.0001609371131824423,0.01774552822213914
152.29812,99.49223,100.26788,99.52219,0.007388053,2.55e-05,0.007781998,0.002556902,0.000218651,0.010583007,-0.003000178,0.020723756,0.0,0.000252154,3.2100000000000004e-21,0.020975909,0.0023719449502266343,1.920835052043322e-12,0.013275261620349428,0.004605608756653265,0.00016345310903899515,0.018044323487962522
153.25304,99.48161,100.2789,99.52048,0.015854864,3.12e-05,0.007976042,0.002607106,0.000222507,0.010836845,-0.008744204,0.021420757,0.0,0.000257438,6.53e-21,0.021678195,0.002398125565072462,3.1270121194455347e-12,0.013508808255536263,0.004674262710642317,0.00016601473281862238,0.018349085702124214
154.20795,99.46195,100.28458,99.51761,0.010550782,3.81e-05,0.008175782,0.002658463,0.000226442,0.011098811,-0.002759441,0.02213595,0.0,0.00026285,1.32e-20,0.0223988,0.0029793230412664684,5.065877864290341e-12,0.013747206312274295,0.004744117731759755,0.00016862287540081125,0.01865994692450074
155.16287,99.46146,100.28417,99.51479,0.000518371,4.65e-05,0.008381415,0.002711003,0.000230458,0.011369369,-0.000670228,0.022869611,0.0,0.000268395,2.66e-20,0.023138006,0.003832811084549803,8.167138343456239e-12,0.01399057765223455,0.004815199567346606,0.0001712785580433129,0.01897705578579161
156.11778,99.46096,100.28586,99.51029,0.006330346,5.66e-05,0.008593139,0.002764758,0.000234557,0.011649017,0.004089308,0.023621986,0.0,0.000274074,5.33e-20,0.02389606,0.0041364998558961474,1.3103002140464165e-11,0.014239037249026514,0.0048875315707426325,0.00017398271440828648,0.019300551547280435
157.0727,99.44937,100.27636,99.50689,0.006330346,6.87e-05,0.008811167,0.002819761,0.00023874,0.011938321,0.010262697,0.024393342,0.0,0.000279893,1.06e-19,0.024673235,0.0056340310238454094,2.0920001638941477e-11,0.014492713681344326,0.004961140671906838,0.00017673641368867748,0.019630590787859843
158.02761,99.44887,100.26626,99.49953,0.000209446,8.31e-05,0.009035711,0.002876044,0.000243011,0.012237897,0.014383439,0.025183912,0.0,0.000285855,2.1e-19,0.025469767,0.008000709035059117,3.323826632075222e-11,0.014751728413385522,0.0050360513312000185,0.0001795406346222454,0.019967320412446053
158.98253,99.44897,100.24889,99.49161,0.009697301,0.000100426,0.009267002,0.002933642,0.000247369,0.01254844,0.012692172,0.025993956,0.0,0.000291964,4.14e-19,0.02628592,0.007126276499946016,5.2553902446850676e-11,0.015016217158451306,0.005112291722626941,0.00018239649686676158,0.020310905430498908
159.93744,99.43035,100.24202,99.48592,0.015881033,0.000121033,0.00950527,0.00299259,0.000251819,0.012870712,0.008665677,0.026823691,0.0,0.000298224,8.11e-19,0.027121915,0.005037107193558654,8.269083338276778e-11,0.015286308281795261,0.005189887472392843,0.00018530502666463757,0.020661500863543573
160.89236,99.41864,100.23234,99.48199,0.01246708,0.000145525,0.009750763,0.003052925,0.000256362,0.013205575,0.01226813,0.027673366,0.0,0.00030464,1.58e-18,0.027978006,0.0032463531396018652,1.2947910275361806e-10,0.015562145077702748,0.005268868063538904,0.00018826739681670045,0.021019280667537454
161.84727,99.40654,100.21859,99.47972,0.012655577,0.00017456,0.010003731,0.003114684,0.000261,0.013553975,0.010163253,0.028543185,0.0,0.000311215,3.06e-18,0.0288544,0.00178026941581777,2.0175663636054764e-10,0.015843863251610246,0.005349260350408577,0.0001912846836440738,0.021384408487419532
162.80219,99.39447,100.21293,99.47859,0.018724243,0.000208896,0.010264441,0.003177907,0.000265736,0.01391698,0.00700587,0.029433381,0.0,0.000317955,5.9e-18,0.029751337,0.0017750332928656576,3.1285697815721983e-10,0.0161316141561207,0.005431095193861187,0.0001943581159271041,0.021757067778765966
163.7571,99.37078,100.20521,99.47633,0.019263553,0.000249397,0.010533163,0.003242632,0.000270572,0.014295764,0.010372627,0.030344143,0.0,0.000324864,1.13e-17,0.030669008,0.0032725330964140653,4.827805254533251e-10,0.016425541306812154,0.005514400742367766,0.0001974888227942247,0.02213743135475467
164.71202,99.35768,100.19312,99.47234,0.012398996,0.000297051,0.010810188,0.003308902,0.00027551,0.01469165,0.01365044,0.031275688,0.0,0.000331948,2.16e-17,0.031607636,0.004146965631555588,7.413844375357685e-10,0.016725804625232123,0.0055992093074227825,0.00020067809201031693,0.022525692766049658
165.66693,99.3471,100.17914,99.46841,0.016624458,0.000352975,0.011095808,0.003376758,0.000280552,0.015106093,0.012660833,0.032228187,0.0,0.00033921,4.09e-17,0.032567396,0.004948075666320051,1.132982264711867e-09,0.017032555940239065,0.005685550401550953,0.00020392710840446294,0.022922034583176744
166.62185,99.32593,100.16894,99.46289,0.015498692,0.000418442,0.011390336,0.003446245,0.000285702,0.015540725,0.008953658,0.033201839,0.0,0.000346656,7.71e-17,0.033548495,0.005984828013374965,1.7230288096542814e-09,0.017345964288770038,0.005773457863995503,0.00020723722191070512,0.023326661097705054
167.57676,99.3175,100.16204,99.45698,0.003455861,0.000494882,0.01169409,0.003517407,0.000290963,0.015997342,0.011294156,0.034196796,0.0,0.000354292,1.45e-16,0.034551088,0.0054245745903429565,2.607641802479199e-09,0.01766619035182075,0.005862962645455998,0.0002106096761278048,0.023739765281046356
168.53168,99.31933,100.14737,99.45253,0.00561838,0.000583909,0.012007411,0.003590291,0.000296335,0.016477947,0.012597951,0.035213238,0.0,0.000362123,2.7e-16,0.03557536,0.003508153585229934,3.927290861099866e-09,0.01799341286670903,0.005954100194614486,0.00021404588653505403,0.024161562875149433
169.48659,99.30677,100.13798,99.45028,0.012629402,0.000687329,0.012330641,0.003664946,0.000301824,0.016984739,0.008555749,0.036251293,0.0,0.000370154,5e-16,0.036621448,0.001769797169878018,5.886053587585998e-09,0.018327801943886012,0.006046902978938362,0.00021754715875735078,0.02459225796763531
170.44151,99.29521,100.13103,99.44915,0.013435765,0.000807162,0.01266415,0.003741421,0.00030743,0.017520163,0.007016329,0.037311123,0.0,0.000378393,9.23e-16,0.037689516,0.000890128511805699,8.779000003107064e-09,0.0186695466475358,0.0061414081431148205,0.00022111497739949897,0.025032078547050123
171.39642,99.28111,100.12458,99.44858,0.011870197,0.000945654,0.01300831,0.003819766,0.000313158,0.018086888,0.008414344,0.038392832,0.0,0.000386843,1.69e-15,0.038779676,0.0008377683787941237,1.3030225845397494e-08,0.019018827136309997,0.006237649754740564,0.00022475071356902344,0.02548124063484543
172.35134,99.27254,100.11496,99.44755,0.008990329,0.001105302,0.013363524,0.003900035,0.00031901,0.018687872,0.010995753,0.039496557,0.0,0.000395513,3.09e-15,0.039892071,0.006147197065153875,1.9246354715684563e-08,0.019375843472424943,0.0063356667462716515,0.00022845592479430564,0.025939985389845616
173.30625,99.26394,100.10358,99.43684,0.017195162,0.001288859,0.013730195,0.003982283,0.000324989,0.019326326,0.014372981,0.040622378,0.0,0.000404409,5.6e-15,0.041026787,0.00956107773620829,2.828988154240858e-08,0.01974078652611097,0.006435494873882091,0.0002322320513355394,0.026408541741210143
174.26117,99.2397,100.08751,99.42929,0.014221044,0.001499363,0.014108759,0.004066565,0.000331099,0.020005787,0.017357571,0.041770407,0.0,0.000413536,1.01e-14,0.042183943,0.011288998314618937,4.1381228209238325e-08,0.020113868076906828,0.006537174955102348,0.0002360807276751904,0.026887165140912574
175.21608,99.23678,100.07043,99.41528,0.009728545,0.001740138,0.014499657,0.004152939,0.000337343,0.020730077,0.017441348,0.042940696,0.0,0.000422903,1.82e-14,0.043363599,0.017781654805588687,6.023678287980476e-08,0.020495290418099353,0.006640744528559462,0.00024000346712424597,0.027376098650565943
176.171,99.22112,100.0542,99.39533,0.023311048,0.002014827,0.014903362,0.004241467,0.000343724,0.021503379,0.01565583,0.044133333,0.0,0.000432516,3.24e-14,0.044565848,0.015226426798768955,8.725889754407748e-08,0.020885277817685993,0.0067462464000748006,0.00024400198539791182,0.02787561346205625
177.12591,99.19226,100.04053,99.3862,0.027918739,0.00232738,0.015320353,0.004332208,0.000350245,0.022330186,0.015430681,0.045348338,0.0,0.000442382,5.75e-14,0.04579072,0.010089897752258992,1.2578934724895622e-07,0.02128404475533484,0.006853719990397969,0.00024807787299977536,0.02838596840807983
178.08083,99.1678,100.02473,99.37606,0.023729841,0.002682093,0.015751146,0.004425228,0.00035691,0.023215378,0.018347202,0.046585771,0.0,0.00045251,1.02e-13,0.047038281,0.010639690663573731,1.8045441880088799e-07,0.021691828814507708,0.006963210203164691,0.0002522329314214642,0.028907452403512664
179.03574,99.14694,100.00549,99.36588,0.027981484,0.003083586,0.016196262,0.004520592,0.000363723,0.024164163,0.019357752,0.047845623,0.0,0.000462907,1.78e-13,0.048308531,0.007131561753105586,2.5761871651549096e-07,0.02210885748047684,0.0070747584471035204,0.00025646883276143423,0.029440342379058314
179.99066,99.11436,99.98776,99.36244,0.02840561,0.003536839,0.016656262,0.004618369,0.000370688,0.025182158,0.016943899,0.049127923,0.0,0.000473582,3.11e-13,0.049601505,0.0045710976233266365,3.659963673574182e-07,0.02253538253939057,0.007188411839919891,0.0002607874691145713,0.029984947844792394
180.94557,99.09269,99.97313,99.35715,0.020342149,0.004047157,0.017131715,0.004718629,0.000377808,0.026275309,0.012995945,0.050432629,0.0,0.000484542,5.41e-13,0.050917171,0.006424646331218753,5.174428797514942e-07,0.022971645361625388,0.007304213890786395,0.0002651905988549678,0.0305415672941465
181.90049,99.07551,99.96294,99.35017,0.022143376,0.004620211,0.017623234,0.004821445,0.000385088,0.027449977,0.008136823,0.051759738,0.0,0.000495798,9.34e-13,0.052255536,0.010781100637963448,7.280102315117831e-07,0.023417912888152877,0.007422214054921743,0.00026968020981025116,0.031110535163116383
182.8554,99.0504,99.95759,99.33656,0.02529022,0.00526198,0.018131438,0.004926891,0.000392531,0.02871284,0.01300108,0.053109174,0.0,0.000507356,1.61e-12,0.053616531,0.014530086160178257,1.0192926030720078e-06,0.023874441318962672,0.007542458061469563,0.0002742581516088198,0.031692176824644126
183.81032,99.02721,99.93811,99.32242,0.025719582,0.005978794,0.018656995,0.005035047,0.000400141,0.030070977,0.019352497,0.054480901,0.0,0.000519229,2.74e-12,0.05500013,0.014948975997377545,1.4202004481231795e-06,0.024341513771975704,0.007664997834283394,0.000278926513264145,0.032286858319971364
184.76523,99.00128,99.92063,99.30801,0.027410814,0.006777252,0.019200582,0.005145992,0.000407924,0.031531749,0.021583039,0.055874808,0.0,0.000531424,4.66e-12,0.056406231,0.011001021969761382,1.9691862029532787e-06,0.02481940229142528,0.007789881449553922,0.00028368724095638643,0.03289494016813854
185.72015,98.97486,99.89689,99.30141,0.025478685,0.007664265,0.019762928,0.005259809,0.000415883,0.033102886,0.020666717,0.057290821,0.0,0.000543952,7.88e-12,0.057834773,0.006435122744449018,2.717147796336067e-06,0.02530840726977796,0.007917163439095229,0.0002885425306841249,0.03351683038735365
186.67506,98.95262,99.88116,99.29572,0.026138422,0.008646955,0.020344774,0.005376584,0.000424024,0.034792337,0.016781595,0.058728794,0.0,0.000556823,1.32e-11,0.059285617,0.004157456959291039,3.73100774188276e-06,0.025808817685783438,0.008046894361293582,0.000293494430818013,0.034152937485636914
187.62998,98.92494,99.86484,99.29347,0.037165697,0.009732686,0.020946917,0.005496407,0.00043235,0.03660836,0.017493708,0.060188617,0.0,0.000570048,2.21e-11,0.060758665,0.0035553028183628044,5.098334582940007e-06,0.026320952385437045,0.008179131504019112,0.0002985452505114619,0.03480372747455056
188.58489,98.88164,99.84775,99.28893,0.051418125,0.010928939,0.021570166,0.005619368,0.000440867,0.038559339,0.017844521,0.061670103,0.0,0.000583639,3.68e-11,0.062253742,0.010011307216238663,6.932932477948392e-06,0.026845118453879945,0.008313928051637495,0.00030369714632983797,0.035469676584325226
189.53981,98.82674,99.83076,99.27435,0.039422168,0.012243346,0.022215393,0.005745564,0.000449579,0.040653881,0.015284057,0.063173106,0.0,0.000597607,6.08e-11,0.063770712,0.013383370405598782,9.381987681003877e-06,0.027381654457390155,0.00845134420554803,0.00030895254714770614,0.036151333197766894
190.49472,98.80635,99.81856,99.26337,0.030583777,0.013683526,0.022883484,0.005875091,0.000458493,0.042900593,0.016666364,0.064697398,0.0,0.000611963,1e-10,0.065309361,0.011885870602014847,1.2634534483620626e-05,0.02793088684740619,0.00859143592912066,0.000314313724120967,0.03684927103513144
